Drug,CYP***,Action,Species,Database,DrugID,Gene,Reference,Strength
Methadone,CYP2C8,substrate,Not Specified,DrugBank,DB00333,,,
Amitriptyline,CYP2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00321,,,
Acetaminophen,CYP2C8,substrate,Not Specified,DrugBank,DB00316,,,
Valproic Acid,CYP2C8,inhibitor,Not Specified,DrugBank,DB00313,,,
Morphine,CYP2C8,substrate,Not Specified,DrugBank,DB00295,,,
Lidocaine,CYP2C8,substrate,Not Specified,DrugBank,DB00281,,,
Theophylline,CYP2C8,substrate,Not Specified,DrugBank,DB00277,,,
Clotrimazole,CYP2C8,inhibitor,Not Specified,DrugBank,DB00257,,,
Diethylstilbestrol,CYP2C8,inhibitor,Not Specified,DrugBank,DB00255,,,
Phenytoin,CYP2C8,"substrate, inducer",Not Specified,DrugBank,DB00252,,,
Dapsone,CYP2C8,substrate,Not Specified,DrugBank,DB00250,,,
Temazepam,CYP2C8,substrate,Not Specified,DrugBank,DB00231,,,
Lovastatin,CYP2C8,inhibitor,Not Specified,DrugBank,DB00227,,,
Torasemide,CYP2C8,substrate,Not Specified,DrugBank,DB00214,,,
Ticlopidine,CYP2C8,inhibitor,Not Specified,DrugBank,DB00208,,,
Pyrimethamine,CYP2C8,inhibitor,Not Specified,DrugBank,DB00205,,,
Caffeine,CYP2C8,substrate,Not Specified,DrugBank,DB00201,,,
Troglitazone,CYP2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00197,,,
Bortezomib,CYP2C8,inhibitor,Not Specified,DrugBank,DB00188,,,
Nicotine,CYP2C8,substrate,Not Specified,DrugBank,DB00184,,,
Pravastatin,CYP2C8,inhibitor,Not Specified,DrugBank,DB00175,,,
Cholecalciferol,CYP2C8,inhibitor,Not Specified,DrugBank,DB00169,,,
Cyclosporine,CYP2C8,inhibitor,Not Specified,DrugBank,DB00091,,,
Acetylsalicylic acid , CYP2C8,substrate ,human ,SuperCYP,,,,
Aminophenazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Amiodarone , CYP2C8,substrate ,human ,SuperCYP,,,,
Amiodarone , CYP2C8,substrate ,human ,SuperCYP,,,,
Amitriptyline , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Amitriptyline , CYP2C8,substrate ,human ,SuperCYP,,,,
Amlodipine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Amodiaquine , CYP2C8,substrate ,human ,SuperCYP,,,,
Amodiaquine , CYP2C8,substrate ,human ,SuperCYP,,,,
Amprenavir , CYP2C8,substrate ,human ,SuperCYP,,,,
Atorvastatin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Bezafibrate , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Bortezomib , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Brompheniramine , CYP2C8,substrate ,human ,SuperCYP,,,,
Buprenorphine , CYP2C8,substrate ,human ,SuperCYP,,,,
Buprenorphine , CYP2C8,substrate ,human ,SuperCYP,,,,
Bupropion , CYP2C8,substrate ,human ,SuperCYP,,,,
Caffeine , CYP2C8,substrate ,human ,SuperCYP,,,,
Capsaicin , CYP2C8,substrate ,human ,SuperCYP,,,,
Capsaicin , CYP2C8,substrate ,human ,SuperCYP,,,,
Carbamazepine , CYP2C8,substrate ,human ,SuperCYP,,,,
Carbamazepine , CYP2C8,inducer ,human ,SuperCYP,,,,
Carbamazepine , CYP2C8,substrate ,human ,SuperCYP,,,,
Carbinoxamine , CYP2C8,substrate ,human ,SuperCYP,,,,
Cefaloridine , CYP2C8,substrate ,human ,SuperCYP,,,,
Cerivastatin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Cerivastatin , CYP2C8,substrate ,human ,SuperCYP,,,,
Cerivastatin , CYP2C8,substrate ,human ,SuperCYP,,,,
Chinin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Chloramphenicol , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Chloroquine , CYP2C8,substrate ,human ,SuperCYP,,,,
Chloroquine , CYP2C8,substrate ,human ,SuperCYP,,,,
Ciclosporin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Cimetidine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Cisapride , CYP2C8,substrate ,human ,SuperCYP,,,,
Cisapride , CYP2C8,substrate ,human ,SuperCYP,,,,
Clopidogrel , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Clotrimazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Clotrimazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Clozapine , CYP2C8,substrate ,human ,SuperCYP,,,,
Clozapine , CYP2C8,substrate ,human ,SuperCYP,,,,
Cocaine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Colchicine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Colchicine , CYP2C8,inducer ,human ,SuperCYP,,,,
Colecalciferol , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Cyamemazine , CYP2C8,substrate ,human ,SuperCYP,,,,
Cyclophosphamide , CYP2C8,inducer ,human ,SuperCYP,,,,
Cyclophosphamide , CYP2C8,substrate ,human ,SuperCYP,,,,
Cyclophosphamide , CYP2C8,inducer ,human ,SuperCYP,,,,
Dapsone , CYP2C8,substrate ,human ,SuperCYP,,,,
Dapsone , CYP2C8,substrate ,human ,SuperCYP,,,,
Delavirdine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Dexamethason , CYP2C8,inducer ,human ,SuperCYP,,,,
Dexamethason , CYP2C8,inducer ,human ,SuperCYP,,,,
Dexamethasone , CYP2C8,inducer ,human ,SuperCYP,,,,
Dexamethasone , CYP2C8,inducer ,human ,SuperCYP,,,,
Dextromethorphan , CYP2C8,substrate ,human ,SuperCYP,,,,
Dextropropoxyphene , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Diazepam , CYP2C8,substrate ,human ,SuperCYP,,,,
Diclofenac , CYP2C8,substrate ,human ,SuperCYP,,,,
Diclofenac , CYP2C8,inhibitor ,,SuperCYP,,,,
Diclofenac , CYP2C8,substrate ,,SuperCYP,,,,
Diltiazem , CYP2C8,substrate ,human ,SuperCYP,,,,
Diltiazem , CYP2C8,inhibitor ,,SuperCYP,,,,
Diltiazem , CYP2C8,substrate ,,SuperCYP,,,,
Disulfiram , CYP2C8,inhibitor ,,SuperCYP,,,,
Dolasetron , CYP2C8,substrate ,,SuperCYP,,,,
Domperidone , CYP2C8,substrate ,human ,SuperCYP,,,,
Domperidone , CYP2C8,substrate ,human ,SuperCYP,,,,
Dorzolamide , CYP2C8,substrate ,,SuperCYP,,,,
Efavirenz , CYP2C8,inhibitor ,,SuperCYP,,,,
Entacapone , CYP2C8,inhibitor ,,SuperCYP,,,,
Eprosartan , CYP2C8,inhibitor ,,SuperCYP,,,,
Estradiol , CYP2C8,substrate ,human ,SuperCYP,,,,
Etoposide , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Etoposide , CYP2C8,inhibitor ,,SuperCYP,,,,
Felodipine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Felodipine , CYP2C8,inhibitor ,,SuperCYP,,,,
Fenofibrate , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Fluconazole , CYP2C8,inhibitor ,,SuperCYP,,,,
Fluorouracil , CYP2C8,substrate ,human ,SuperCYP,,,,
Fluoxetine , CYP2C8,substrate ,,SuperCYP,,,,
Fluoxetine , CYP2C8,inhibitor ,,SuperCYP,,,,
Fluphenazine , CYP2C8,inhibitor ,,SuperCYP,,,,
Flurbiprofen , CYP2C8,inhibitor ,,SuperCYP,,,,
Flurbiprofen , CYP2C8,substrate ,,SuperCYP,,,,
Fluvastatin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Fluvastatin , CYP2C8,substrate ,human ,SuperCYP,,,,
Fluvastatin , CYP2C8,inhibitor ,,SuperCYP,,,,
Fluvastatin , CYP2C8,substrate ,,SuperCYP,,,,
Fluvastatin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Fluvoxamine , CYP2C8,inhibitor ,,SuperCYP,,,,
Formoterol , CYP2C8,substrate ,,SuperCYP,,,,
Fosamprenavir , CYP2C8,substrate ,,SuperCYP,,,,
Fosphenytoin , CYP2C8,inhibitor ,,SuperCYP,,,,
Fosphenytoin , CYP2C8,substrate ,,SuperCYP,,,,
Gemfibrozil , CYP2C8,inducer ,human ,SuperCYP,,,,
Gemfibrozil , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Gemfibrozil , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Gemfibrozil , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Glimepiride , CYP2C8,substrate ,,SuperCYP,,,,
Glipizide , CYP2C8,substrate ,,SuperCYP,,,,
Griseofulvin , CYP2C8,inducer ,,SuperCYP,,,,
Halofantrine , CYP2C8,substrate ,human ,SuperCYP,,,,
Halofantrine , CYP2C8,substrate ,,SuperCYP,,,,
Halothane , CYP2C8,substrate ,,SuperCYP,,,,
Hydrocortisone , CYP2C8,inducer ,human ,SuperCYP,,,,
Ibuprofen , CYP2C8,substrate ,human ,SuperCYP,,,,
Ibuprofen , CYP2C8,inhibitor ,,SuperCYP,,,,
Ibuprofen , CYP2C8,substrate ,human ,SuperCYP,,,,
Ifosfamide , CYP2C8,inducer ,human ,SuperCYP,,,,
Ifosfamide , CYP2C8,inducer ,,SuperCYP,,,,
Ifosfamide , CYP2C8,substrate ,human ,SuperCYP,,,,
Ifosfamide , CYP2C8,substrate ,,SuperCYP,,,,
Imatinib , CYP2C8,substrate ,,SuperCYP,,,,
Imatinib , CYP2C8,inhibitor ,,SuperCYP,,,,
Indinavir , CYP2C8,inhibitor ,,SuperCYP,,,,
Indometacin , CYP2C8,inhibitor ,,SuperCYP,,,,
Indometacin , CYP2C8,substrate ,,SuperCYP,,,,
Ipriflavone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Irbesartan , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Irbesartan , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Irbesartan , CYP2C8,substrate ,human ,SuperCYP,,,,
Isoniazid , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Ketamine , CYP2C8,substrate ,human ,SuperCYP,,,,
Ketobemidone , CYP2C8,substrate ,human ,SuperCYP,,,,
Ketoconazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Ketoconazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Ketoconazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Ketoprofen , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Lansoprazole , CYP2C8,substrate ,human ,SuperCYP,,,,
Lansoprazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Lansoprazole , CYP2C8,substrate ,human ,SuperCYP,,,,
Leflunomide , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Leflunomide , CYP2C8,substrate ,human ,SuperCYP,,,,
Lidocain , CYP2C8,substrate ,human ,SuperCYP,,,,
Lidocain , CYP2C8,substrate ,human ,SuperCYP,,,,
Lidocaine , CYP2C8,substrate ,human ,SuperCYP,,,,
Lidocaine , CYP2C8,substrate ,human ,SuperCYP,,,,
Loperamide , CYP2C8,substrate ,human ,SuperCYP,,,,
Loperamide , CYP2C8,substrate ,,SuperCYP,,,,
Loratadine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Losartan , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Losartan , CYP2C8,substrate ,human ,SuperCYP,,,,
Lovastatin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Lovastatin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Medroxyprogesterone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Mefenamic acid , CYP2C8,substrate ,human ,SuperCYP,,,,
Mefenamic acid , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Meloxicam , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Meloxicam , CYP2C8,substrate ,human ,SuperCYP,,,,
Mephenytoin , CYP2C8,substrate ,human ,SuperCYP,,,,
Methadone , CYP2C8,substrate ,human ,SuperCYP,,,,
Metronidazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Mirtazapine , CYP2C8,substrate ,human ,SuperCYP,,,,
Mometasone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Montelukast , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Montelukast , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Morphine , CYP2C8,substrate ,human ,SuperCYP,,,,
Naloxone , CYP2C8,substrate ,human ,SuperCYP,,,,
Naproxen , CYP2C8,substrate ,human ,SuperCYP,,,,
Naproxen , CYP2C8,substrate ,human ,SuperCYP,,,,
Nicardipine , CYP2C8,substrate ,human ,SuperCYP,,,,
Nicardipine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Nicotine , CYP2C8,substrate ,human ,SuperCYP,,,,
Nifedipine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Nilutamide , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Nilvadipine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Omeprazole , CYP2C8,substrate ,human ,SuperCYP,,,,
Oxybutynin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Paclitaxel , CYP2C8,substrate ,human ,SuperCYP,,,,
Paclitaxel , CYP2C8,substrate ,human ,SuperCYP,,,,
Paracetamol , CYP2C8,substrate ,human ,SuperCYP,,,,
Paraoxon , CYP2C8,substrate ,human ,SuperCYP,,,,
Paroxetine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Pentamidine isethionate , CYP2C8,substrate ,human ,SuperCYP,,,,
Perphenazine , CYP2C8,substrate ,human ,SuperCYP,,,,
Phenazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Phenelzine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Phenobarbital , CYP2C8,inducer ,human ,SuperCYP,,,,
Phenobarbital , CYP2C8,substrate ,,SuperCYP,,,,
Phenobarbital , CYP2C8,inducer ,human ,SuperCYP,,,,
Phenprocoumon , CYP2C8,substrate ,human ,SuperCYP,,,,
Phenytoin , CYP2C8,inducer ,human ,SuperCYP,,,,
Phenytoin , CYP2C8,substrate ,human ,SuperCYP,,,,
Phenytoin , CYP2C8,inducer ,human ,SuperCYP,,,,
Phenytoin , CYP2C8,substrate ,human ,SuperCYP,,,,
Pioglitazone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Pioglitazone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Pioglitazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Pioglitazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Piroxicam , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Piroxicam , CYP2C8,substrate ,human ,SuperCYP,,,,
Pravastatin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Primidone , CYP2C8,inducer ,human ,SuperCYP,,,,
Probenecid , CYP2C8,inducer ,human ,SuperCYP,,,,
Progesterone , CYP2C8,substrate ,human ,SuperCYP,,,,
Propafenone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Propofol , CYP2C8,substrate ,human ,SuperCYP,,,,
Propofol , CYP2C8,substrate ,human ,SuperCYP,,,,
Pyrimethamine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Quinidine , CYP2C8,substrate ,human ,SuperCYP,,,,
Quinine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Raloxifene , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Repaglinide , CYP2C8,substrate ,human ,SuperCYP,,,,
Repaglinide , CYP2C8,substrate ,human ,SuperCYP,,,,
Retinol (vit A) , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Retinol (vit A) , CYP2C8,substrate ,human ,SuperCYP,,,,
Rifampicin , CYP2C8,inducer ,human ,SuperCYP,,,,
Rifampicin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Rifampicin , CYP2C8,substrate ,human ,SuperCYP,,,,
Rifampicin , CYP2C8,inducer ,human ,SuperCYP,,,,
Rifapentine , CYP2C8,inducer ,human ,SuperCYP,,,,
Rifapentine , CYP2C8,inducer ,human ,SuperCYP,,,,
Ritonavir , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Ritonavir , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Ritonavir , CYP2C8,inducer ,human ,SuperCYP,,,,
Rofecoxib , CYP2C8,substrate ,human ,SuperCYP,,,,
Rosiglitazone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Rosiglitazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Rosiglitazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Rutoside , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Salmeterol , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Saquinavir , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Secobarbital , CYP2C8,inducer ,,SuperCYP,,,,
Selegiline , CYP2C8,substrate ,human ,SuperCYP,,,,
Selegiline , CYP2C8,substrate ,human ,SuperCYP,,,,
Seratrodast , CYP2C8,substrate ,human ,SuperCYP,,,,
Simvastatin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Simvastatin , CYP2C8,substrate ,,SuperCYP,,,,
Spironolactone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Sulfadiazine , CYP2C8,substrate ,human ,SuperCYP,,,,
Sulfafenazol , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Sulfafurazole , CYP2C8,inhibitor ,,SuperCYP,,,,
Sulfafurazole , CYP2C8,substrate ,,SuperCYP,,,,
Sulfamethoxazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Sulfaphenazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Sulfinpyrazon , CYP2C8,substrate ,human ,SuperCYP,,,,
Sulfinpyrazon , CYP2C8,substrate ,human ,SuperCYP,,,,
Sulfinpyrazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Sulfinpyrazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Tamoxifen , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Tazarotene , CYP2C8,substrate ,human ,SuperCYP,,,,
Tegafur , CYP2C8,substrate ,human ,SuperCYP,,,,
Tegaserod , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Temazepam , CYP2C8,substrate ,human ,SuperCYP,,,,
Temazepam , CYP2C8,substrate ,human ,SuperCYP,,,,
Terbinafine , CYP2C8,substrate ,human ,SuperCYP,,,,
Terbinafine , CYP2C8,substrate ,human ,SuperCYP,,,,
Terfenadine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Terfenadine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Testosterone , CYP2C8,substrate ,human ,SuperCYP,,,,
Tetrabenazine , CYP2C8,inducer ,rat ,SuperCYP,,,,
Thalidomide , CYP2C8,substrate ,human ,SuperCYP,,,,
Theophylline , CYP2C8,substrate ,human ,SuperCYP,,,,
Thioridazine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Ticlopidine , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Tioconazole , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Tolbutamide , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Tolbutamide , CYP2C8,substrate ,human ,SuperCYP,,,,
Torasemide , CYP2C8,substrate ,human ,SuperCYP,,,,
Torasemide , CYP2C8,substrate ,,SuperCYP,,,,
Tretinoin , CYP2C8,inhibitor ,,SuperCYP,,,,
Tretinoin , CYP2C8,substrate ,,SuperCYP,,,,
Triazolam , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Triazolam , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Trimethadione , CYP2C8,substrate ,human ,SuperCYP,,,,
Trimethoprim , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Trimethoprim , CYP2C8,substrate ,human ,SuperCYP,,,,
Trimethoprim , CYP2C8,substrate ,human ,SuperCYP,,,,
Trimethoprim , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Troglitazone , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Troglitazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Troglitazone , CYP2C8,substrate ,human ,SuperCYP,,,,
Troleandomycin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Troleandomycin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Valproic acid , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Verapamil , CYP2C8,substrate ,human ,SuperCYP,,,,
Verapamil , CYP2C8,substrate ,human ,SuperCYP,,,,
Warfarin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Warfarin , CYP2C8,substrate ,human ,SuperCYP,,,,
Warfarin , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Warfarin , CYP2C8,substrate ,human ,SuperCYP,,,,
Zafirlukast , CYP2C8,substrate ,human ,SuperCYP,,,,
Zafirlukast , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Zafirlukast , CYP2C8,inhibitor ,human ,SuperCYP,,,,
Zidovudine , CYP2C8,substrate ,human ,SuperCYP,,,,
Zidovudine , CYP2C8,substrate ,human ,SuperCYP,,,,
Zopiclone , CYP2C8,substrate ,human ,SuperCYP,,,,
Zopiclone , CYP2C8,substrate ,human ,SuperCYP,,,,
amodiaquine2,CYP2C8,substrate,Not Specified,Indiana University,,,,
cerivastatin,CYP2C8,substrate,Not Specified,Indiana University,,,,
paclitaxel,CYP2C8,substrate,Not Specified,Indiana University,,,,
repaglinide,CYP2C8,substrate,Not Specified,Indiana University,,,,
sorafenib,CYP2C8,substrate,Not Specified,Indiana University,,,,
torsemide,CYP2C8,substrate,Not Specified,Indiana University,,,,
gemfibrozil2,CYP2C8,inhibitor,Not Specified,Indiana University,,,,
trimethoprim2,CYP2C8,inhibitor,Not Specified,Indiana University,,,,Moderate
glitazones,CYP2C8,inhibitor,Not Specified,Indiana University,,,,
montelukast1,CYP2C8,inhibitor,Not Specified,Indiana University,,,,
quercetin1,CYP2C8,inhibitor,Not Specified,Indiana University,,,,
rifampin,CYP2C8,inducer,Not Specified,Indiana University,,,,
Cyclosporine (USP), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Clarithromycin (JP17/USP/INN), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Clarithromycin lactobionate, CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Dabrafenib mesylate (USAN), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Fluvoxamine (INN), CYP2C8, inhibitor, Not Specified, KEGG, , , , Weak
Fluvoxamine maleate (JP17/USAN), CYP2C8, inhibitor, Not Specified, KEGG, , , , Weak
Gemfibrozil (JAN/USP/INN), CYP2C8, inhibitor, Not Specified, KEGG, , , , Strong
Ketoconazole (JP17/USP), CYP2C8, inhibitor, Not Specified, KEGG, , , , Weak
Itraconazole (JP17/USAN), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Trimethoprim (JAN/USP/INN), CYP2C8, inhibitor, Not Specified, KEGG, , , , Weak
Trimethoprim sulfate (USP), CYP2C8, inhibitor, Not Specified, KEGG, , , , Weak
Trimethoprim lactate, CYP2C8, inhibitor, Not Specified, KEGG, , , , Weak
Montelukast (INN), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Montelukast sodium (JP17/USAN), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Deferasirox (JAN/USAN/INN), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Teriflunomide (USAN), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Telithromycin (JAN/USAN/INN), CYP2C8, inhibitor, Not Specified, KEGG, , , , 
Rifampin (USP), CYP2C8, inducer, Not Specified, KEGG, , , , Moderate
Rifampicin sodium, CYP2C8, inducer, Not Specified, KEGG, , , , Moderate
Dabrafenib mesylate (USAN), CYP2C8, inducer, Not Specified, KEGG, , , , 
Fluvoxamine (INN), CYP2C8, inducer, Not Specified, KEGG, , , , 
Fluvoxamine maleate (JP17/USAN), CYP2C8, inducer, Not Specified, KEGG, , , , 
Amodiaquine (USAN/INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Amodiaquine hydrochloride (USP), CYP2C8, substrate, Not Specified, KEGG, , , , 
Carbamazepine (JP17/USP/INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Cerivastatin (INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Cerivastatin sodium (JAN/USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Cyclophosphamide (INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Cyclophosphamide (USP), CYP2C8, substrate, Not Specified, KEGG, , , , 
Dabrafenib mesylate (USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Eltrombopag olamine (JAN/USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Pioglitazone hydrochloride and glimepiride tablets (JP17), CYP2C8, substrate, Not Specified, KEGG, , , , 
Lapatinib (INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Lapatinib ditosylate (USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Montelukast (INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Montelukast sodium (JP17/USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Mozavaptane hydrochloride (JAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Nilotinib (USAN/INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Nilotinib hydrochloride hydrate (JAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Paclitaxel (JAN/USP/INN), CYP2C8, substrate, Not Specified, KEGG, , , , Narrow
Pioglitazone (INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Pioglitazone hydrochloride (JP17/USP), CYP2C8, substrate, Not Specified, KEGG, , , , 
Repaglinide (JAN/USP/INN), CYP2C8, substrate, Not Specified, KEGG, , , , Sensitive
Vitamin A (USP), CYP2C8, substrate, Not Specified, KEGG, , , , 
Retinol palmitate (JP17), CYP2C8, substrate, Not Specified, KEGG, , , , 
Retinol acetate (JP17), CYP2C8, substrate, Not Specified, KEGG, , , , 
Retinol propionate, CYP2C8, substrate, Not Specified, KEGG, , , , 
Rosiglitazone (INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Rosiglitazone maleate (JAN/USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Sorafenib (USAN/INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Sorafenib tosylate (USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Terbinafine (USAN/INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Terbinafine hydrochloride (JP17/USP), CYP2C8, substrate, Not Specified, KEGG, , , , 
Tolbutamide (JP17/USP/INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
"Tolbutamide sodium sterile""", CYP2C8, substrate, Not Specified, KEGG, , , , 
Torsemide (USP), CYP2C8, substrate, Not Specified, KEGG, , , , 
Torasemide sodium, CYP2C8, substrate, Not Specified, KEGG, , , , 
Vardenafil (INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Vardenafil dihydrochoride (USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Vardenafil hydrochloride hydrate (JAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Vardenafil hydrochloride (USAN), CYP2C8, substrate, Not Specified, KEGG, , , , 
Vitamin A oil (JP17), CYP2C8, substrate, Not Specified, KEGG, , , , 
Zopiclone (JAN/INN), CYP2C8, substrate, Not Specified, KEGG, , , , 
amiodarone,CYP2C8,Substrate,Not Specified,ildcare,,,,
benzphetamine,CYP2C8,Substrate,Not Specified,ildcare,,,,
carbamazepine,CYP2C8,Substrate,Not Specified,ildcare,,,,
